Date,Model,Revenue,Quantity Sold,Region,Country,Channel,Engine Type,Cost,Payment Method,Gross Revenue,Total Cost,Net Profit,Percentage of Net Profit
2022-07-17 00:00:00,BMW M3,81055,2,North America,Canada,Dealership,Gasoline,49021.98364,Cash,162110,98043.96728,64066.03272,79.04019829
2022-07-18 00:00:00,BMW 8 Series,92000,3,North America,United States,Online,Gasoline,45000,Installments,276000,135000,141000,153.2608696
2022-07-18 00:00:00,BMW 6 Series,44413,5,Europe,United Kingdom,Wholesale,Hybrid,49021.98364,Bank Transfer,222065,245109.9182,-23044.9182,-51.88777655
2022-07-18 00:00:00,BMW 8 Series,64890,4,Africa,Nigeria,Dealership,Gasoline,49021.98364,Cash,259560,196087.9346,63472.06544,97.81486429
2022-07-18 00:00:00,BMW 8 Series,95355,3,Africa,Kenya,Wholesale,Gasoline,49021.98364,Bank Transfer,286065,147065.9509,138999.0491,145.7700688
2022-07-18 00:00:00,BMW X2,33492,5,South America,Brazil,Wholesale,Gasoline,49021.98364,Bank Transfer,167460,245109.9182,-77649.9182,-231.8461668
2022-07-19 00:00:00,BMW X6,41391,5,Asia,Japan,Online,Gasoline,49021.98364,Installments,206955,245109.9182,-38154.9182,-92.18167766
2022-07-19 00:00:00,BMW 6 Series,70720,4,Europe,France,Online,Hybrid,60000,Installments,282880,240000,42880,60.63348416
2022-07-20 00:00:00,BMW X4,89398,1,Africa,Egypt,Online,Gasoline,50000,Installments,89398,50000,39398,44.07033714
2022-07-21 00:00:00,BMW iX3,61182,4,South America,Peru,Dealership,Gasoline,55000,Cash,244728,220000,24728,40.41711615
2022-07-22 00:00:00,BMW M5,51747,2,Africa,Kenya,Online,Gasoline,49021.98364,Installments,103494,98043.96728,5450.03272,10.53207475
2022-07-22 00:00:00,BMW X7,90914,2,North America,Canada,Dealership,Gasoline,49021.98364,Cash,181828,98043.96728,83784.03272,92.15745949
2022-07-22 00:00:00,BMW iX3,53103,4,North America,Canada,Wholesale,Gasoline,55000,Bank Transfer,212412,220000,-7588,-14.28921153
2022-07-22 00:00:00,BMW 5 Series,42416,4,South America,Brazil,Dealership,Gasoline,60000,Cash,169664,240000,-70336,-165.8242173
2022-07-23 00:00:00,BMW 7 Series,33756,4,Europe,Italy,Online,Gasoline,49021.98364,Installments,135024,196087.9346,-61063.93456,-180.8980168
2022-07-23 00:00:00,BMW 8 Series,91816,4,South America,Brazil,Online,Gasoline,49021.98364,Installments,367264,196087.9346,171176.0654,186.4338083
2022-07-23 00:00:00,BMW 3 Series,103424,4,Europe,Germany,Dealership,Gasoline,49021.98364,Cash,413696,196087.9346,217608.0654,210.403838
2022-07-23 00:00:00,BMW i8,72517,5,Africa,South Africa,Dealership,Gasoline,60000,Cash,362585,300000,62585,86.30390115
2022-07-24 00:00:00,BMW iX3,119851,3,Africa,Kenya,Online,Gasoline,49021.98364,Installments,359553,147065.9509,212487.0491,177.2926793
2022-07-24 00:00:00,BMW Z4,112160,2,Asia,India,Wholesale,Gasoline,49021.98364,Bank Transfer,224320,98043.96728,126276.0327,112.5856212
2022-07-24 00:00:00,BMW i3,112976,2,North America,Canada,Dealership,Electric,35000,Cash,225952,70000,155952,138.0399377
2022-07-24 00:00:00,BMW 6 Series,58780,3,North America,Mexico,Wholesale,Hybrid,49021.98364,Bank Transfer,176340,147065.9509,29274.04908,49.80273746
2022-07-24 00:00:00,BMW 8 Series,67260,4,Asia,Thailand,Dealership,Gasoline,49021.98364,Cash,269040,196087.9346,72952.06544,108.4627794
2022-07-24 00:00:00,BMW X3,32479,3,Asia,South Korea,Online,Hybrid,49021.98364,Installments,97437,147065.9509,-49628.95092,-152.8031987
2022-07-25 00:00:00,BMW X7,114811,4,Africa,South Africa,Wholesale,Gasoline,49021.98364,Bank Transfer,459244,196087.9346,263156.0654,229.2080597
2022-07-26 00:00:00,BMW 4 Series,107424,2,South America,Argentina,Dealership,Gasoline,49021.98364,Cash,214848,98043.96728,116804.0327,108.731785
2022-07-26 00:00:00,BMW M2,43987,1,Africa,South Africa,Wholesale,Gasoline,49021.98364,Bank Transfer,43987,49021.98364,-5034.98364,-11.44652656
2022-07-26 00:00:00,BMW X7,35305,2,South America,Colombia,Dealership,Gasoline,37000,Cash,70610,74000,-3390,-9.602039371
2022-07-27 00:00:00,BMW 1 Series,83591,2,Europe,Germany,Dealership,Gasoline,49021.98364,Cash,167182,98043.96728,69138.03272,82.70990025
2022-07-27 00:00:00,BMW iX,82878,1,Asia,India,Dealership,Gasoline,49021.98364,Cash,82878,49021.98364,33856.01636,40.85042636
2022-07-28 00:00:00,BMW i4,46639,3,South America,Chile,Online,Gasoline,49021.98364,Installments,139917,147065.9509,-7148.95092,-15.32826802
2022-07-28 00:00:00,BMW X7,30254,5,Europe,Italy,Wholesale,Gasoline,35000,Bank Transfer,151270,175000,-23730,-78.4359093
2022-07-29 00:00:00,BMW 5 Series,54325,4,South America,Peru,Dealership,Gasoline,58000,Cash,217300,232000,-14700,-27.05936493
2022-07-29 00:00:00,BMW M3,113254,4,South America,Brazil,Wholesale,Gasoline,49021.98364,Bank Transfer,453016,196087.9346,256928.0654,226.8600362
2022-07-30 00:00:00,BMW X5,61247,2,North America,Canada,Dealership,Diesel,49021.98364,Cash,122494,98043.96728,24450.03272,39.92037605
2022-07-30 00:00:00,BMW M5,108694,1,South America,Argentina,Wholesale,Gasoline,49021.98364,Bank Transfer,108694,49021.98364,59672.01636,54.89908952
2022-08-01 00:00:00,BMW X2,43138,2,Europe,United Kingdom,Wholesale,Gasoline,49021.98364,Bank Transfer,86276,98043.96728,-11767.96728,-27.27981659
2022-08-01 00:00:00,BMW i8,59543,2,Asia,Thailand,Dealership,Gasoline,49021.98364,Cash,119086,98043.96728,21042.03272,35.3392216
2022-08-01 00:00:00,BMW X7,58285,3,Asia,India,Wholesale,Gasoline,49021.98364,Bank Transfer,174855,147065.9509,27789.04908,47.67787438
2022-08-01 00:00:00,BMW X5,91276,4,Europe,Italy,Wholesale,Diesel,37403,Bank Transfer,365104,149612,215492,236.0883474
2022-08-02 00:00:00,BMW i8,51865,5,North America,United States,Online,Gasoline,49021.98364,Installments,259325,245109.9182,14215.0818,27.40785077
2022-08-03 00:00:00,BMW i8,72981,1,North America,Canada,Wholesale,Gasoline,49021.98364,Bank Transfer,72981,49021.98364,23959.01636,32.82911492
2022-08-03 00:00:00,BMW 1 Series,115077,5,North America,United States,Wholesale,Gasoline,45000,Bank Transfer,575385,225000,350385,304.4787403
2022-08-03 00:00:00,BMW X5,34424,1,Asia,South Korea,Wholesale,Diesel,55000,Bank Transfer,34424,55000,-20576,-59.77225192
2022-08-03 00:00:00,BMW 2 Series,32063,4,North America,United States,Wholesale,Gasoline,49021.98364,Bank Transfer,128252,196087.9346,-67835.93456,-211.5707656
2022-08-03 00:00:00,BMW X1,113492,3,North America,United States,Wholesale,Gasoline,49021.98364,Bank Transfer,340476,147065.9509,193410.0491,170.4173414
2022-08-04 00:00:00,BMW 8 Series,46303,5,South America,Peru,Dealership,Gasoline,70000,Cash,231515,350000,-118485,-255.890547
2022-08-04 00:00:00,BMW X4,38583,1,North America,Canada,Dealership,Gasoline,40000,Cash,38583,40000,-1417,-3.672601923
2022-08-05 00:00:00,BMW iX3,43127,2,North America,United States,Wholesale,Gasoline,55000,Bank Transfer,86254,110000,-23746,-55.06063487
2022-08-05 00:00:00,BMW M4,114366,4,Africa,Morocco,Online,Gasoline,40000,Installments,457464,160000,297464,260.098281
2022-08-05 00:00:00,BMW X5,96297,3,North America,Mexico,Dealership,Diesel,49021.98364,Cash,288891,147065.9509,141825.0491,147.2787824
2022-08-06 00:00:00,BMW 1 Series,119289,2,South America,Chile,Dealership,Gasoline,35000,Cash,238578,70000,168578,141.3189816
2022-08-06 00:00:00,BMW M4,109158,3,Asia,Thailand,Dealership,Gasoline,49021.98364,Cash,327474,147065.9509,180408.0491,165.2724025
2022-08-07 00:00:00,BMW 4 Series,43403,1,Europe,Italy,Dealership,Gasoline,49021.98364,Cash,43403,49021.98364,-5618.98364,-12.94607202
2022-08-07 00:00:00,BMW Z4,96603,2,Asia,Thailand,Online,Gasoline,49021.98364,Installments,193206,98043.96728,95162.03272,98.50836177
2022-08-08 00:00:00,BMW i3,97475,3,North America,Mexico,Wholesale,Electric,42000,Bank Transfer,292425,126000,166425,170.7360862
2022-08-08 00:00:00,BMW M4,54315,4,North America,Mexico,Dealership,Gasoline,49021.98364,Cash,217260,196087.9346,21172.06544,38.98014442
2022-08-08 00:00:00,BMW 3 Series,90188,5,North America,Canada,Dealership,Gasoline,40000,Cash,450940,200000,250940,278.2410077
2022-08-09 00:00:00,BMW M8,98498,5,South America,Colombia,Wholesale,Gasoline,49021.98364,Bank Transfer,492490,245109.9182,247380.0818,251.1523907
2022-08-09 00:00:00,BMW X3,45993,2,Africa,Egypt,Online,Hybrid,58000,Installments,91986,116000,-24014,-52.21229318
2022-08-09 00:00:00,BMW 5 Series,99507,4,Africa,Egypt,Online,Gasoline,40000,Installments,398028,160000,238028,239.2072919
2022-08-09 00:00:00,BMW 4 Series,66098,4,North America,Mexico,Online,Gasoline,49021.98364,Installments,264392,196087.9346,68304.06544,103.3375676
2022-08-10 00:00:00,BMW M3,104501,3,South America,Colombia,Online,Gasoline,49021.98364,Installments,313503,147065.9509,166437.0491,159.2683793
2022-08-10 00:00:00,BMW i4,105763,2,South America,Argentina,Wholesale,Gasoline,45000,Bank Transfer,211526,90000,121526,114.904078
2022-08-10 00:00:00,BMW Z4,81113,4,Africa,South Africa,Dealership,Gasoline,58000,Cash,324452,232000,92452,113.9792635
2022-08-10 00:00:00,BMW i8,62655,3,South America,Brazil,Dealership,Gasoline,49021.98364,Cash,187965,147065.9509,40899.04908,65.27659258
2022-08-11 00:00:00,BMW Z4,84524,4,Europe,Spain,Dealership,Gasoline,49021.98364,Cash,338096,196087.9346,142008.0654,168.0091636
2022-08-11 00:00:00,BMW X7,53075,2,South America,Brazil,Wholesale,Gasoline,42000,Bank Transfer,106150,84000,22150,41.73339614
2022-08-11 00:00:00,BMW X1,31119,4,Asia,India,Online,Gasoline,49021.98364,Installments,124476,196087.9346,-71611.93456,-230.1228656
2022-08-11 00:00:00,BMW M8,118161,4,Africa,South Africa,Wholesale,Gasoline,49021.98364,Bank Transfer,472644,196087.9346,276556.0654,234.0502073
2022-08-12 00:00:00,BMW X4,65740,4,Europe,France,Wholesale,Gasoline,49021.98364,Bank Transfer,262960,196087.9346,66872.06544,101.7220344
2022-08-13 00:00:00,BMW M2,32039,5,South America,Chile,Online,Gasoline,49021.98364,Installments,160195,245109.9182,-84914.9182,-265.0361066
2022-08-13 00:00:00,BMW 4 Series,98802,1,Europe,Spain,Dealership,Gasoline,49021.98364,Cash,98802,49021.98364,49780.01636,50.38361203
2022-08-13 00:00:00,BMW M3,75741,2,Europe,Germany,Wholesale,Gasoline,49021.98364,Bank Transfer,151482,98043.96728,53438.03272,70.55364033
2022-08-13 00:00:00,BMW 5 Series,73322,5,Africa,Morocco,Wholesale,Gasoline,50000,Bank Transfer,366610,250000,116610,159.038215
2022-08-13 00:00:00,BMW i4,30797,1,South America,Colombia,Wholesale,Gasoline,49021.98364,Bank Transfer,30797,49021.98364,-18224.98364,-59.17778888
2022-08-14 00:00:00,BMW iX3,89643,4,Asia,Japan,Dealership,Gasoline,49021.98364,Cash,358572,196087.9346,162484.0654,181.2568359
2022-08-14 00:00:00,BMW 4 Series,77165,4,Asia,China,Dealership,Gasoline,60000,Cash,308660,240000,68660,88.97816368
2022-08-14 00:00:00,BMW 2 Series,95544,5,Europe,Italy,Online,Gasoline,49021.98364,Installments,477720,245109.9182,232610.0818,243.4585969
2022-08-15 00:00:00,BMW 3 Series,92288,3,Europe,Italy,Wholesale,Gasoline,49021.98364,Bank Transfer,276864,147065.9509,129798.0491,140.6445573
2022-08-15 00:00:00,BMW M8,107481,2,Europe,Spain,Dealership,Gasoline,49021.98364,Cash,214962,98043.96728,116918.0327,108.7801869
2022-08-15 00:00:00,BMW X1,91491,1,Asia,Thailand,Wholesale,Gasoline,49021.98364,Bank Transfer,91491,49021.98364,42469.01636,46.41879131
2022-08-16 00:00:00,BMW 5 Series,54941,4,Europe,United Kingdom,Online,Gasoline,42000,Installments,219764,168000,51764,94.21743325
2022-08-16 00:00:00,BMW 7 Series,99764,2,North America,Canada,Wholesale,Gasoline,49021.98364,Bank Transfer,199528,98043.96728,101484.0327,101.7241016
2022-08-17 00:00:00,BMW 3 Series,75147,4,South America,Argentina,Wholesale,Gasoline,49021.98364,Bank Transfer,300588,196087.9346,104500.0654,139.0608613
2022-08-17 00:00:00,BMW 5 Series,97656,4,South America,Argentina,Dealership,Gasoline,49021.98364,Cash,390624,196087.9346,194536.0654,199.205441
2022-08-18 00:00:00,BMW X3,57204,4,Africa,Morocco,Dealership,Hybrid,49021.98364,Cash,228816,196087.9346,32728.06544,57.21289672
2022-08-18 00:00:00,BMW i8,93452,2,Africa,Kenya,Online,Gasoline,35000,Installments,186904,70000,116904,125.0952361
2022-08-18 00:00:00,BMW M5,118719,5,Europe,Spain,Dealership,Gasoline,70000,Cash,593595,350000,243595,205.186196
2022-08-19 00:00:00,BMW i3,51971,2,South America,Chile,Dealership,Electric,49021.98364,Cash,103942,98043.96728,5898.03272,11.3486997
2022-08-19 00:00:00,BMW M2,105477,2,Europe,Spain,Dealership,Gasoline,49021.98364,Cash,210954,98043.96728,112910.0327,107.047065
2022-08-19 00:00:00,BMW 3 Series,58185,3,Asia,Thailand,Dealership,Gasoline,49021.98364,Cash,174555,147065.9509,27489.04908,47.24421944
2022-08-20 00:00:00,BMW 1 Series,53838,3,North America,Canada,Dealership,Gasoline,49021.98364,Cash,161514,147065.9509,14448.04908,26.83615491
2022-08-20 00:00:00,BMW 5 Series,55060,5,Africa,Kenya,Dealership,Gasoline,35000,Cash,275300,175000,100300,182.164911
2022-08-20 00:00:00,BMW M2,106028,3,North America,Canada,Dealership,Gasoline,49021.98364,Cash,318084,147065.9509,171018.0491,161.2951759
2022-08-21 00:00:00,BMW X4,43065,5,Asia,South Korea,Dealership,Gasoline,49021.98364,Cash,215325,245109.9182,-29784.9182,-69.16270336
2022-08-22 00:00:00,BMW X1,91760,4,South America,Colombia,Online,Gasoline,49021.98364,Installments,367040,196087.9346,170952.0654,186.3034715
2022-08-22 00:00:00,BMW M2,118118,4,Asia,Japan,Wholesale,Gasoline,37000,Bank Transfer,472472,148000,324472,274.7015696
2022-08-23 00:00:00,BMW i3,36771,2,North America,Mexico,Wholesale,Electric,49021.98364,Bank Transfer,73542,98043.96728,-24501.96728,-66.63394327
2022-08-23 00:00:00,BMW X6,76873,4,South America,Peru,Online,Gasoline,49021.98364,Installments,307492,196087.9346,111404.0654,144.9196277
2022-08-24 00:00:00,BMW X6,66123,3,North America,Canada,Wholesale,Gasoline,49021.98364,Bank Transfer,198369,147065.9509,51303.04908,77.58729804
2022-08-24 00:00:00,BMW M5,88896,1,North America,Mexico,Dealership,Gasoline,49021.98364,Cash,88896,49021.98364,39874.01636,44.85468003
2022-08-24 00:00:00,BMW X2,47505,2,Europe,Italy,Online,Gasoline,37000,Installments,95010,74000,21010,44.22692348
2022-08-24 00:00:00,BMW 8 Series,35094,5,North America,Canada,Online,Gasoline,70000,Installments,175470,350000,-174530,-497.3214795
2022-08-24 00:00:00,BMW M3,114860,4,Europe,Spain,Wholesale,Gasoline,49021.98364,Bank Transfer,459440,196087.9346,263352.0654,229.2809206
2022-08-24 00:00:00,BMW 7 Series,77373,2,South America,Argentina,Wholesale,Gasoline,49021.98364,Bank Transfer,154746,98043.96728,56702.03272,73.28400439
2022-08-25 00:00:00,BMW 3 Series,71603,2,Africa,Egypt,Dealership,Gasoline,49021.98364,Cash,143206,98043.96728,45162.03272,63.07282198
2022-08-25 00:00:00,BMW 6 Series,83574,2,South America,Argentina,Online,Hybrid,42000,Installments,167148,84000,83148,99.49027209
2022-08-25 00:00:00,BMW M5,32214,4,Asia,China,Wholesale,Gasoline,49021.98364,Bank Transfer,128856,196087.9346,-67231.93456,-208.7040869
2022-08-25 00:00:00,BMW 7 Series,119897,5,Africa,Egypt,Wholesale,Gasoline,60000,Bank Transfer,599485,300000,299485,249.7852323
2022-08-25 00:00:00,BMW X5,100350,2,North America,United States,Dealership,Diesel,37000,Cash,200700,74000,126700,126.2580967
2022-08-26 00:00:00,BMW 2 Series,42965,2,Africa,Kenya,Online,Gasoline,70000,Installments,85930,140000,-54070,-125.8466193
2022-08-26 00:00:00,BMW 5 Series,48565,2,North America,Canada,Wholesale,Gasoline,42000,Bank Transfer,97130,84000,13130,27.03593123
2022-08-26 00:00:00,BMW 4 Series,87858,4,Europe,United Kingdom,Online,Gasoline,55000,Installments,351432,220000,131432,149.5959389
2022-08-26 00:00:00,BMW Z4,43531,3,South America,Colombia,Dealership,Gasoline,49021.98364,Cash,130593,147065.9509,-16472.95092,-37.84188491
2022-08-26 00:00:00,BMW i4,58812,5,North America,Canada,Wholesale,Gasoline,49021.98364,Bank Transfer,294060,245109.9182,48950.0818,83.23145242
2022-08-27 00:00:00,BMW X2,43736,2,North America,United States,Dealership,Gasoline,49021.98364,Cash,87472,98043.96728,-10571.96728,-24.17223175
2022-08-27 00:00:00,BMW X3,54394,2,Europe,Spain,Dealership,Hybrid,49021.98364,Cash,108788,98043.96728,10744.03272,19.7522387
2022-08-27 00:00:00,BMW M2,46472,2,South America,Argentina,Wholesale,Gasoline,49021.98364,Bank Transfer,92944,98043.96728,-5099.96728,-10.97427974
2022-08-28 00:00:00,BMW iX,64058,4,Europe,United Kingdom,Dealership,Gasoline,49021.98364,Cash,256232,196087.9346,60144.06544,93.89001442
2022-08-28 00:00:00,BMW i3,52522,3,North America,Mexico,Wholesale,Electric,49021.98364,Bank Transfer,157566,147065.9509,10500.04908,19.991716
2022-08-29 00:00:00,BMW X3,55432,2,Asia,Japan,Online,Hybrid,42000,Installments,110864,84000,26864,48.46298167
2022-08-29 00:00:00,BMW 6 Series,39157,2,Africa,Nigeria,Online,Hybrid,49021.98364,Installments,78314,98043.96728,-19729.96728,-50.38682044
2022-08-29 00:00:00,BMW X5,107027,4,Africa,South Africa,Dealership,Diesel,49021.98364,Cash,428108,196087.9346,232020.0654,216.7864795
2022-08-30 00:00:00,BMW iX3,117493,5,Africa,Kenya,Online,Gasoline,35000,Installments,587465,175000,412465,351.0549565
2022-08-30 00:00:00,BMW 3 Series,109721,5,South America,Argentina,Online,Gasoline,49021.98364,Installments,548605,245109.9182,303495.0818,276.6061937
2022-08-31 00:00:00,BMW X3,57506,3,Asia,Japan,Dealership,Hybrid,55000,Cash,172518,165000,7518,13.07341843
2022-09-01 00:00:00,BMW 2 Series,119932,5,Europe,Spain,Dealership,Gasoline,42000,Cash,599660,210000,389660,324.9007771
2022-09-01 00:00:00,BMW M4,33794,2,North America,Canada,Wholesale,Gasoline,49021.98364,Bank Transfer,67588,98043.96728,-30455.96728,-90.12241013
2022-09-02 00:00:00,BMW 1 Series,57524,4,South America,Argentina,Wholesale,Gasoline,49021.98364,Bank Transfer,230096,196087.9346,34008.06544,59.11978555
2022-09-03 00:00:00,BMW i3,75447,2,Europe,Germany,Wholesale,Electric,50000,Bank Transfer,150894,100000,50894,67.45662518
2022-09-03 00:00:00,BMW 6 Series,59469,2,Africa,Nigeria,Online,Hybrid,42000,Installments,118938,84000,34938,58.74993694
2022-09-03 00:00:00,BMW X6,81169,3,Africa,Nigeria,Wholesale,Gasoline,49021.98364,Bank Transfer,243507,147065.9509,96441.04908,118.8151253
2022-09-03 00:00:00,BMW iX,55692,5,Africa,Egypt,Dealership,Gasoline,49021.98364,Cash,278460,245109.9182,33350.0818,59.88307441
2022-09-04 00:00:00,BMW i3,102607,5,Europe,United Kingdom,Wholesale,Electric,49021.98364,Bank Transfer,513035,245109.9182,267925.0818,261.1177423
2022-09-05 00:00:00,BMW Z4,66312,5,Asia,India,Dealership,Gasoline,47797,Cash,331560,238985,92575,139.6051997
2022-09-05 00:00:00,BMW iX3,74310,2,Asia,South Korea,Online,Gasoline,49021.98364,Installments,148620,98043.96728,50576.03272,68.0608703
2022-09-05 00:00:00,BMW M4,89207,4,South America,Chile,Online,Gasoline,49021.98364,Installments,356828,196087.9346,160740.0654,180.1877268
2022-09-05 00:00:00,BMW iX,43725,4,North America,Mexico,Online,Gasoline,49021.98364,Installments,174900,196087.9346,-21187.93456,-48.45725457
2022-09-05 00:00:00,BMW X5,70831,2,Asia,China,Online,Diesel,49021.98364,Installments,141662,98043.96728,43618.03272,61.58042767
2022-09-05 00:00:00,BMW X7,104651,1,North America,Canada,Online,Gasoline,37000,Installments,104651,37000,67651,64.64438945
2022-09-05 00:00:00,BMW 4 Series,89570,2,Europe,France,Wholesale,Gasoline,49021.98364,Bank Transfer,179140,98043.96728,81096.03272,90.53927958
2022-09-06 00:00:00,BMW 6 Series,35492,5,Africa,Nigeria,Online,Hybrid,45000,Installments,177460,225000,-47540,-133.9456779
2022-09-07 00:00:00,BMW X6,118121,2,Europe,United Kingdom,Online,Gasoline,49021.98364,Installments,236242,98043.96728,138198.0327,116.9970054
2022-09-07 00:00:00,BMW X4,37071,1,Europe,Germany,Wholesale,Gasoline,58000,Bank Transfer,37071,58000,-20929,-56.45652936
2022-09-07 00:00:00,BMW 2 Series,59545,2,South America,Brazil,Dealership,Gasoline,58000,Cash,119090,116000,3090,5.18935259
2022-09-08 00:00:00,BMW X3,109882,5,Asia,India,Wholesale,Hybrid,45000,Bank Transfer,549410,225000,324410,295.2348883
2022-09-09 00:00:00,BMW X5,65571,3,Africa,Kenya,Online,Diesel,49021.98364,Installments,196713,147065.9509,49647.04908,75.7149488
2022-09-09 00:00:00,BMW i4,70273,4,Asia,South Korea,Online,Gasoline,55000,Installments,281092,220000,61092,86.93523828
2022-09-10 00:00:00,BMW X6,73660,1,Africa,Nigeria,Dealership,Gasoline,46009,Cash,73660,46009,27651,37.53869128
2022-09-10 00:00:00,BMW Z4,68718,3,South America,Argentina,Dealership,Gasoline,49021.98364,Cash,206154,147065.9509,59088.04908,85.98627591
2022-09-11 00:00:00,BMW Z4,118760,4,North America,United States,Dealership,Gasoline,42000,Cash,475040,168000,307040,258.5382284
2022-09-11 00:00:00,BMW 5 Series,54054,3,Africa,South Africa,Online,Gasoline,49021.98364,Installments,162162,147065.9509,15096.04908,27.92771873
2022-09-12 00:00:00,BMW i3,55406,2,South America,Chile,Dealership,Electric,49021.98364,Cash,110812,98043.96728,12768.03272,23.04449468
2022-09-13 00:00:00,BMW iX3,74294,2,South America,Colombia,Wholesale,Gasoline,37000,Bank Transfer,148588,74000,74588,100.3957251
2022-09-13 00:00:00,BMW 6 Series,68217,4,North America,Mexico,Wholesale,Hybrid,70000,Bank Transfer,272868,280000,-7132,-10.45487195
2022-09-13 00:00:00,BMW iX,104755,4,South America,Colombia,Wholesale,Gasoline,49021.98364,Bank Transfer,419020,196087.9346,222932.0654,212.812816
2022-09-14 00:00:00,BMW i8,50180,2,North America,United States,Wholesale,Gasoline,49021.98364,Bank Transfer,100360,98043.96728,2316.03272,4.615449821
2022-09-14 00:00:00,BMW iX,97963,2,South America,Brazil,Dealership,Gasoline,49021.98364,Cash,195926,98043.96728,97882.03272,99.91734912
2022-09-14 00:00:00,BMW 1 Series,74561,4,Africa,Egypt,Wholesale,Gasoline,49021.98364,Bank Transfer,298244,196087.9346,102156.0654,137.0100528
2022-09-15 00:00:00,BMW X1,56378,4,Africa,Egypt,Dealership,Gasoline,40000,Cash,225512,160000,65512,116.2013551
2022-09-15 00:00:00,BMW 3 Series,64826,4,North America,Mexico,Wholesale,Gasoline,40000,Bank Transfer,259304,160000,99304,153.1854503
2022-09-15 00:00:00,BMW M5,70696,5,Asia,South Korea,Dealership,Gasoline,49021.98364,Cash,353480,245109.9182,108370.0818,153.2902594
2022-09-15 00:00:00,BMW iX,38079,5,Asia,Japan,Wholesale,Gasoline,60000,Bank Transfer,190395,300000,-109605,-287.835815
2022-09-16 00:00:00,BMW i4,63464,2,Europe,Italy,Online,Gasoline,49021.98364,Installments,126928,98043.96728,28884.03272,45.51246804
2022-09-16 00:00:00,BMW i8,111259,5,Europe,Spain,Wholesale,Gasoline,37000,Bank Transfer,556295,185000,371295,333.7213169
2022-09-16 00:00:00,BMW i8,51021,1,Asia,South Korea,Wholesale,Gasoline,49021.98364,Bank Transfer,51021,49021.98364,1999.01636,3.918026616
2022-09-17 00:00:00,BMW i8,53074,2,Asia,China,Dealership,Gasoline,49021.98364,Cash,106148,98043.96728,8104.03272,15.26930836
2022-09-17 00:00:00,BMW 6 Series,40316,1,Europe,Germany,Wholesale,Hybrid,49021.98364,Bank Transfer,40316,49021.98364,-8705.98364,-21.59436363
2022-09-17 00:00:00,BMW i8,48354,3,Europe,Spain,Dealership,Gasoline,49021.98364,Cash,145062,147065.9509,-2003.95092,-4.144333292
2022-09-18 00:00:00,BMW M3,108539,1,North America,Canada,Online,Gasoline,49021.98364,Installments,108539,49021.98364,59517.01636,54.8346828
2022-09-19 00:00:00,BMW M5,31511,3,North America,United States,Online,Gasoline,49021.98364,Installments,94533,147065.9509,-52532.95092,-166.7130555
2022-09-19 00:00:00,BMW M8,104944,1,South America,Chile,Dealership,Gasoline,42000,Cash,104944,42000,62944,59.97865528
2022-09-19 00:00:00,BMW X5,59039,3,South America,Chile,Online,Diesel,49021.98364,Installments,177117,147065.9509,30051.04908,50.90033551
2022-09-19 00:00:00,BMW M3,95841,3,Africa,Nigeria,Online,Gasoline,45000,Installments,287523,135000,152523,159.1417034
2022-09-19 00:00:00,BMW M4,33909,2,South America,Colombia,Online,Gasoline,40000,Installments,67818,80000,-12182,-35.92556548
2022-09-20 00:00:00,BMW M4,93560,4,Asia,South Korea,Dealership,Gasoline,49021.98364,Cash,374240,196087.9346,178152.0654,190.4147771
2022-09-20 00:00:00,BMW X6,74023,4,Asia,South Korea,Wholesale,Gasoline,49021.98364,Bank Transfer,296092,196087.9346,100004.0654,135.0986389
2022-09-20 00:00:00,BMW 8 Series,62308,2,South America,Brazil,Wholesale,Gasoline,49021.98364,Bank Transfer,124616,98043.96728,26572.03272,42.64626167
2022-09-20 00:00:00,BMW M4,64638,3,North America,Canada,Dealership,Gasoline,49021.98364,Cash,193914,147065.9509,46848.04908,72.47756595
2022-09-21 00:00:00,BMW X1,117893,4,South America,Chile,Wholesale,Gasoline,49021.98364,Bank Transfer,471572,196087.9346,275484.0654,233.6729623
2022-09-21 00:00:00,BMW 4 Series,69970,4,Europe,Spain,Online,Gasoline,49021.98364,Installments,279880,196087.9346,83792.06544,119.7542739
2022-09-21 00:00:00,BMW M4,94102,1,Africa,South Africa,Dealership,Gasoline,49021.98364,Cash,94102,49021.98364,45080.01636,47.90548167
2022-09-22 00:00:00,BMW M4,68459,5,North America,United States,Online,Gasoline,50000,Installments,342295,250000,92295,134.8179202
2022-09-22 00:00:00,BMW X1,112138,2,Africa,Kenya,Online,Gasoline,49021.98364,Installments,224276,98043.96728,126232.0327,112.5684716
2022-09-22 00:00:00,BMW X7,56414,5,Asia,South Korea,Wholesale,Gasoline,49021.98364,Bank Transfer,282070,245109.9182,36960.0818,65.51579714
2022-09-22 00:00:00,BMW X3,95250,3,South America,Argentina,Wholesale,Hybrid,55000,Bank Transfer,285750,165000,120750,126.7716535
2022-09-22 00:00:00,BMW 4 Series,78001,1,North America,Canada,Wholesale,Gasoline,49021.98364,Bank Transfer,78001,49021.98364,28979.01636,37.15210877
2022-09-22 00:00:00,BMW X1,96896,4,North America,Mexico,Online,Gasoline,49021.98364,Installments,387584,196087.9346,191496.0654,197.6305167
2022-09-23 00:00:00,BMW M5,98688,1,Asia,Thailand,Dealership,Gasoline,60000,Cash,98688,60000,38688,39.20233463
